transaction_id,customer_id,purchase_date,amount,quantity,product_category,payment_method,discount_applied,source,age,location,customer_segment,registration_date,category_name,avg_price,inventory,last_updated,total_spending,spending_quartile,is_high_value,year,month,quarter,day_of_week,is_weekend,is_holiday_season,first_purchase_date,last_purchase_date,customer_age_days,recency_days,purchase_frequency,frequency_category,category_beauty,category_books,category_clothing,category_electronics,category_groceries,category_home  garden,category_sports,category_toys,rfm_recency,rfm_frequency,rfm_monetary
801.0,CUST_00058,2026-02-09 05:22:02.996101,126.34,4.0,toys,PayPal,True,transactions,,,,,,,,,777.66,Q3,0,2026,2,1,Monday,0,0,2025-10-02 05:22:02.996267,2026-07-30 05:22:02.997713,129,8,6,Regular,False,False,False,False,False,False,False,True,8,6,777.66
802.0,CUST_00310,2025-10-17 05:22:02.996107,84.15,2.0,clothing,Credit Card,False,transactions,,,,,,,,,304.24,Q2,0,2025,10,4,Friday,0,0,2025-10-17 05:22:02.996107,2026-06-02 05:22:02.996358,0,66,4,Occasional,False,False,True,False,False,False,False,False,66,4,304.24
803.0,CUST_00333,2026-07-02 05:22:02.996112,34.22,3.0,toys,Wallet,False,transactions,,,,,,,,,411.41,Q1,0,2026,7,3,Thursday,0,0,2026-02-17 05:22:02.992228,2026-07-02 05:22:02.996112,135,36,5,Occasional,False,False,False,False,False,False,False,True,36,5,411.41
804.0,CUST_00125,2025-10-31 05:22:02.996117,106.33,2.0,toys,PayPal,False,transactions,,,,,,,,,335.07,Q3,0,2025,10,4,Friday,0,0,2025-10-12 05:22:03.002473,2025-12-03 05:22:03.002371,18,246,3,Occasional,False,False,False,False,False,False,False,True,246,3,335.07
805.0,CUST_00356,2025-10-09 05:22:02.996122,89.67,4.0,groceries,PayPal,False,transactions,,,,,,,,,240.66000000000003,Q2,0,2025,10,4,Thursday,0,0,2025-10-09 05:22:02.996122,2026-03-07 05:22:02.991697,0,153,4,Occasional,False,False,False,False,True,False,False,False,153,4,240.66000000000003
806.0,CUST_00121,2026-05-11 05:22:02.996127,188.9,1.0,toys,Wallet,False,transactions,,,,,,,,,522.34,Q4,1,2026,5,2,Monday,0,0,2025-11-24 05:22:02.995692,2026-05-11 05:22:02.996127,168,88,4,Occasional,False,False,False,False,False,False,False,True,88,4,522.34
807.0,CUST_00050,2025-12-23 05:22:02.996133,14.82,2.0,books,Credit Card,False,transactions,,,,,,,,,537.5,Q1,0,2025,12,4,Tuesday,0,1,2025-11-12 05:22:02.992969,2026-07-13 05:22:02.992468,41,25,4,Occasional,False,True,False,False,False,False,False,False,25,4,537.5
808.0,CUST_00351,2025-10-06 05:22:02.996140,138.22,4.0,beauty,Credit Card,False,transactions,,,,,,,,,824.26,Q3,0,2025,10,4,Monday,0,0,2025-08-08 05:22:03.000714,2026-06-18 05:22:02.994021,58,50,8,Regular,True,False,False,False,False,False,False,False,50,8,824.26
809.0,CUST_00419,2026-05-28 05:22:02.996146,91.45,5.0,electronics,Debit Card,False,transactions,,,,,,,,,280.64,Q2,0,2026,5,2,Thursday,0,0,2025-12-28 05:22:02.995572,2026-06-08 05:22:02.994857,151,60,3,Occasional,False,False,False,True,False,False,False,False,60,3,280.64
810.0,CUST_00150,2026-01-20 05:22:02.996151,28.93,5.0,toys,PayPal,False,transactions,,,,,,,,,582.1800000000001,Q1,0,2026,1,1,Tuesday,0,0,2025-09-07 05:22:03.001015,2026-07-18 05:22:02.999674,134,20,5,Occasional,False,False,False,False,False,False,False,True,20,5,582.1800000000001
811.0,CUST_00407,2025-08-25 05:22:02.996157,101.4,3.0,groceries,PayPal,True,transactions,,,,,,,,,377.78,Q3,0,2025,8,3,Monday,0,0,2025-08-25 05:22:02.996157,2026-06-27 05:22:02.999074,0,41,5,Occasional,False,False,False,False,True,False,False,False,41,5,377.78
812.0,CUST_00299,2026-08-03 05:22:02.996164,64.77,5.0,groceries,PayPal,False,transactions,,,,,,,,,443.6,Q2,0,2026,8,3,Monday,0,0,2025-09-02 05:22:02.992145,2026-08-03 05:22:02.996164,335,4,4,Occasional,False,False,False,False,True,False,False,False,4,4,443.6
813.0,CUST_00462,2025-10-30 05:22:02.996170,61.57,1.0,electronics,PayPal,False,transactions,,,,,,,,,756.66,Q2,0,2025,10,4,Thursday,0,0,2025-09-27 05:22:02.994907,2026-01-11 05:22:02.997305,33,208,6,Regular,False,False,False,True,False,False,False,False,208,6,756.66
814.0,CUST_00145,2026-07-23 05:22:02.996175,132.87,2.0,groceries,Wallet,False,transactions,,,,,,,,,599.3100000000001,Q3,0,2026,7,3,Thursday,0,0,2025-08-19 05:22:02.997773,2026-07-23 05:22:02.996175,337,15,5,Occasional,False,False,False,False,True,False,False,False,15,5,599.3100000000001
815.0,CUST_00365,2026-01-24 05:22:02.996180,152.59,4.0,groceries,Debit Card,False,transactions,,,,,,,,,446.71000000000004,Q4,1,2026,1,1,Saturday,1,0,2025-09-08 05:22:02.994276,2026-04-02 05:22:02.993683,138,127,3,Occasional,False,False,False,False,True,False,False,False,127,3,446.71000000000004
816.0,CUST_00244,2026-05-28 05:22:02.996185,132.1,2.0,groceries,PayPal,True,transactions,,,,,,,,,315.03999999999996,Q3,0,2026,5,2,Thursday,0,0,2025-10-01 05:22:02.997995,2026-08-07 05:22:03.001724,238,0,3,Occasional,False,False,False,False,True,False,False,False,0,3,315.03999999999996
817.0,CUST_00079,2026-03-13 05:22:02.996190,85.72,2.0,,Credit Card,False,transactions,,,,,,,,,751.87,Q2,0,2026,3,1,Friday,0,0,2025-08-11 05:22:02.991131,2026-07-16 05:22:02.999626,214,22,8,Regular,False,False,False,False,False,False,False,False,22,8,751.87
818.0,CUST_00454,2025-12-01 05:22:02.996196,122.51,4.0,home  garden,Wallet,True,transactions,,,,,,,,,576.13,Q3,0,2025,12,4,Monday,0,1,2025-08-24 05:22:02.997864,2026-03-26 05:22:02.998407,98,134,5,Occasional,False,False,False,False,False,True,False,False,134,5,576.13
819.0,CUST_00458,2025-08-16 05:22:02.996201,132.34,5.0,groceries,Wallet,False,transactions,,,,,,,,,486.21000000000004,Q3,0,2025,8,3,Saturday,1,0,2025-08-16 05:22:02.996201,2025-12-26 05:22:02.994350,0,224,4,Occasional,False,False,False,False,True,False,False,False,224,4,486.21000000000004
820.0,CUST_00283,2025-12-20 05:22:02.996207,230.75,4.0,beauty,Wallet,False,transactions,,,,,,,,,432.96999999999997,Q4,1,2025,12,4,Saturday,1,1,2025-09-08 05:22:03.000290,2026-06-02 05:22:02.992386,102,66,5,Occasional,True,False,False,False,False,False,False,False,66,5,432.96999999999997
821.0,CUST_00296,2025-11-25 05:22:02.996212,79.89,2.0,books,PayPal,False,transactions,,,,,,,,,686.35,Q2,0,2025,11,4,Tuesday,0,1,2025-09-18 05:22:02.993315,2026-06-03 05:22:02.998605,68,65,6,Regular,False,True,False,False,False,False,False,False,65,6,686.35
822.0,CUST_00020,2025-10-21 05:22:02.996217,114.69,4.0,beauty,Wallet,True,transactions,,,,,,,,,276.2,Q3,0,2025,10,4,Tuesday,0,0,2025-10-06 05:22:02.996563,2026-06-05 05:22:02.998939,14,63,5,Occasional,True,False,False,False,False,False,False,False,63,5,276.2
823.0,CUST_00041,2026-05-27 05:22:02.996223,181.63,5.0,books,Credit Card,False,transactions,,,,,,,,,863.45,Q4,1,2026,5,2,Wednesday,0,0,2025-09-21 05:22:02.999965,2026-05-27 05:22:02.996223,247,72,7,Regular,False,True,False,False,False,False,False,False,72,7,863.45
824.0,CUST_00313,2026-06-23 05:22:02.996228,165.44,2.0,toys,Credit Card,False,transactions,,,,,,,,,938.87,Q4,1,2026,6,2,Tuesday,0,0,2025-09-21 05:22:02.998309,2026-06-23 05:22:02.996228,274,45,7,Regular,False,False,False,False,False,False,False,True,45,7,938.87
825.0,CUST_00277,2025-10-15 05:22:02.996233,17.77,3.0,electronics,Credit Card,False,transactions,,,,,,,,,673.65,Q1,0,2025,10,4,Wednesday,0,0,2025-08-24 05:22:03.003254,2026-04-06 05:22:02.999095,51,123,5,Occasional,False,False,False,True,False,False,False,False,123,5,673.65
826.0,CUST_00263,2025-12-10 05:22:02.996238,65.54,5.0,beauty,PayPal,False,transactions,,,,,,,,,433.06,Q2,0,2025,12,4,Wednesday,0,1,2025-09-22 05:22:03.000018,2026-07-28 05:22:02.994073,78,10,5,Occasional,True,False,False,False,False,False,False,False,10,5,433.06
827.0,CUST_00019,2025-08-17 05:22:02.996244,127.39,5.0,books,PayPal,False,transactions,,,,,,,,,541.76,Q3,0,2025,8,3,Sunday,1,0,2025-08-17 05:22:02.996244,2026-06-04 05:22:02.991665,0,64,5,Occasional,False,True,False,False,False,False,False,False,64,5,541.76
828.0,CUST_00243,2025-10-15 05:22:02.996249,49.83,2.0,electronics,PayPal,True,transactions,,,,,,,,,177.91,Q1,0,2025,10,4,Wednesday,0,0,2025-09-10 05:22:03.001791,2026-04-19 05:22:03.002131,34,109,3,Occasional,False,False,False,True,False,False,False,False,109,3,177.91
829.0,CUST_00320,2026-07-25 05:22:02.996254,50.9,3.0,toys,Credit Card,True,transactions,,,,,,,,,372.1,Q1,0,2026,7,3,Saturday,1,0,2026-06-21 05:22:02.997225,2026-07-25 05:22:02.996254,33,13,3,Occasional,False,False,False,False,False,False,False,True,13,3,372.1
830.0,CUST_00143,2026-03-31 05:22:02.996261,92.87,2.0,books,PayPal,False,transactions,,,,,,,,,560.87,Q3,0,2026,3,1,Tuesday,0,0,2025-10-20 05:22:02.998176,2026-07-13 05:22:03.002974,161,24,5,Occasional,False,True,False,False,False,False,False,False,24,5,560.87
831.0,CUST_00058,2025-10-02 05:22:02.996267,139.67,2.0,home  garden,PayPal,True,transactions,,,,,,,,,777.66,Q3,0,2025,10,4,Thursday,0,0,2025-10-02 05:22:02.996267,2026-07-30 05:22:02.997713,0,8,6,Regular,False,False,False,False,False,True,False,False,8,6,777.66
832.0,CUST_00134,2025-08-14 05:22:02.996274,54.49,2.0,toys,Credit Card,False,transactions,,,,,,,,,329.54,Q1,0,2025,8,3,Thursday,0,0,2025-08-14 05:22:02.996274,2026-05-13 05:22:02.997486,0,86,3,Occasional,False,False,False,False,False,False,False,True,86,3,329.54
833.0,CUST_00044,2026-05-25 05:22:02.996280,109.95,5.0,home  garden,Wallet,True,transactions,,,,,,,,,425.99,Q3,0,2026,5,2,Monday,0,0,2025-10-20 05:22:02.999934,2026-05-25 05:22:02.996280,216,74,5,Occasional,False,False,False,False,False,True,False,False,74,5,425.99
834.0,CUST_00122,2025-09-03 05:22:02.996285,24.62,4.0,home  garden,PayPal,False,transactions,,,,,,,,,413.86,Q1,0,2025,9,3,Wednesday,0,0,2025-09-03 05:22:02.996285,2026-05-17 05:22:03.002898,0,81,5,Occasional,False,False,False,False,False,True,False,False,81,5,413.86
835.0,CUST_00136,2026-06-09 05:22:02.996293,68.93,1.0,home  garden,Wallet,False,transactions,,,,,,,,,499.83000000000004,Q2,0,2026,6,2,Tuesday,0,0,2025-09-23 05:22:03.002833,2026-06-09 05:22:02.996293,258,59,4,Occasional,False,False,False,False,False,True,False,False,59,4,499.83000000000004
836.0,CUST_00383,2025-11-08 05:22:02.996302,202.26,2.0,groceries,Wallet,False,transactions,,,,,,,,,517.96,Q4,1,2025,11,4,Saturday,1,1,2025-08-26 05:22:02.996606,2026-06-22 05:22:02.991692,73,46,4,Occasional,False,False,False,False,True,False,False,False,46,4,517.96
837.0,CUST_00075,2025-11-09 05:22:02.996307,20.75,4.0,electronics,Wallet,False,transactions,,,,,,,,,407.97,Q1,0,2025,11,4,Sunday,1,1,2025-11-09 05:22:02.996307,2026-07-11 05:22:02.994560,0,27,4,Occasional,False,False,False,True,False,False,False,False,27,4,407.97
838.0,CUST_00162,2025-11-09 05:22:02.996313,128.9,1.0,clothing,PayPal,True,transactions,,,,,,,,,592.21,Q3,0,2025,11,4,Sunday,1,1,2025-11-09 05:22:02.996313,2026-06-21 05:22:02.999939,0,47,5,Occasional,False,False,True,False,False,False,False,False,47,5,592.21
839.0,CUST_00222,2025-09-29 05:22:02.996318,143.39,3.0,beauty,Credit Card,False,transactions,,,,,,,,,212.4,Q4,1,2025,9,3,Monday,0,0,2025-09-29 05:22:02.996318,2025-11-28 05:22:03.001324,0,252,3,Occasional,True,False,False,False,False,False,False,False,252,3,212.4
840.0,CUST_00300,2026-01-19 05:22:02.996323,125.2,4.0,sports,Debit Card,False,transactions,,,,,,,,,1011.3299999999999,Q3,0,2026,1,1,Monday,0,0,2025-08-16 05:22:02.995819,2026-06-27 05:22:02.997671,156,41,8,Regular,False,False,False,False,False,False,True,False,41,8,1011.3299999999999
841.0,CUST_00347,2025-08-19 05:22:02.996329,49.04,2.0,beauty,Credit Card,True,transactions,,,,,,,,,344.89,Q1,0,2025,8,3,Tuesday,0,0,2025-08-12 05:22:03.002672,2025-11-01 05:22:02.991719,6,279,4,Occasional,True,False,False,False,False,False,False,False,279,4,344.89
842.0,CUST_00007,2026-01-09 05:22:02.996337,129.28,1.0,clothing,PayPal,False,transactions,,,,,,,,,616.1700000000001,Q3,0,2026,1,1,Friday,0,0,2025-08-14 05:22:02.993976,2026-01-09 05:22:02.996337,148,210,4,Occasional,False,False,True,False,False,False,False,False,210,4,616.1700000000001
843.0,CUST_00146,2026-04-01 05:22:02.996342,258.56,2.0,,Credit Card,False,transactions,,,,,,,,,607.22,Q4,1,2026,4,2,Wednesday,0,0,2025-08-31 05:22:02.997915,2026-06-01 05:22:03.000372,212,67,5,Occasional,False,False,False,False,False,False,False,False,67,5,607.22
844.0,CUST_00305,2025-09-05 05:22:02.996347,82.14,2.0,clothing,Credit Card,False,transactions,,,,,,,,,332.14,Q2,0,2025,9,3,Friday,0,0,2025-09-05 05:22:02.996347,2026-06-24 05:22:02.996035,0,44,3,Occasional,False,False,True,False,False,False,False,False,44,3,332.14
845.0,CUST_00310,2026-06-02 05:22:02.996358,105.03,4.0,home  garden,Debit Card,False,transactions,,,,,,,,,304.24,Q3,0,2026,6,2,Tuesday,0,0,2025-10-17 05:22:02.996107,2026-06-02 05:22:02.996358,228,66,4,Occasional,False,False,False,False,False,True,False,False,66,4,304.24
846.0,CUST_00240,2025-09-03 05:22:02.996364,74.56,1.0,toys,PayPal,True,transactions,,,,,,,,,1090.39,Q2,0,2025,9,3,Wednesday,0,0,2025-09-03 05:22:02.996364,2026-03-21 05:22:02.992685,0,139,9,Regular,False,False,False,False,False,False,False,True,139,9,1090.39
847.0,CUST_00355,2025-08-31 05:22:02.996370,186.75,3.0,books,Credit Card,False,transactions,,,,,,,,,768.64,Q4,1,2025,8,3,Sunday,1,0,2025-08-31 05:22:02.996370,2026-06-04 05:22:03.000284,0,64,6,Regular,False,True,False,False,False,False,False,False,64,6,768.64
848.0,CUST_00032,2026-01-24 05:22:02.996375,100.81,4.0,beauty,PayPal,True,transactions,,,,,,,,,100.81,Q3,0,2026,1,1,Saturday,1,0,2026-01-24 05:22:02.996375,2026-01-24 05:22:02.996375,0,195,1,One-time,True,False,False,False,False,False,False,False,195,1,100.81
849.0,CUST_00136,2026-05-08 05:22:02.996380,174.27,4.0,clothing,Debit Card,False,transactions,,,,,,,,,499.83000000000004,Q4,1,2026,5,2,Friday,0,0,2025-09-23 05:22:03.002833,2026-06-09 05:22:02.996293,226,59,4,Occasional,False,False,True,False,False,False,False,False,59,4,499.83000000000004
850.0,CUST_00092,2025-09-11 05:22:02.996385,151.37,4.0,clothing,Wallet,False,transactions,,,,,,,,,1025.5700000000002,Q4,1,2025,9,3,Thursday,0,0,2025-08-12 05:22:02.996074,2026-08-02 05:22:03.001766,30,4,9,Regular,False,False,True,False,False,False,False,False,4,9,1025.5700000000002
851.0,CUST_00330,2026-06-14 05:22:02.996393,26.29,4.0,books,Credit Card,False,transactions,,,,,,,,,96.1,Q1,0,2026,6,2,Sunday,1,0,2026-03-17 05:22:02.994852,2026-06-14 05:22:02.996393,89,54,3,Occasional,False,True,False,False,False,False,False,False,54,3,96.1
852.0,CUST_00373,2026-04-01 05:22:02.996399,31.54,4.0,electronics,Debit Card,False,transactions,,,,,,,,,299.28999999999996,Q1,0,2026,4,2,Wednesday,0,0,2026-01-19 05:22:02.999176,2026-04-01 05:22:02.996399,71,128,4,Occasional,False,False,False,True,False,False,False,False,128,4,299.28999999999996
853.0,CUST_00001,2026-07-19 05:22:02.996404,46.52,4.0,books,PayPal,True,transactions,,,,,,,,,520.5,Q1,0,2026,7,3,Sunday,1,0,2025-12-31 05:22:02.993354,2026-07-19 05:22:02.996404,200,19,5,Occasional,False,True,False,False,False,False,False,False,19,5,520.5
854.0,CUST_00295,2026-08-06 05:22:02.996409,57.89,5.0,toys,Wallet,True,transactions,,,,,,,,,742.64,Q1,0,2026,8,3,Thursday,0,0,2025-12-31 05:22:02.992052,2026-08-06 05:22:02.996409,218,1,6,Regular,False,False,False,False,False,False,False,True,1,6,742.64
855.0,CUST_00400,2026-07-03 05:22:02.996414,198.76,5.0,,Wallet,False,transactions,,,,,,,,,388.72,Q4,1,2026,7,3,Friday,0,0,2026-04-20 05:22:02.994068,2026-07-03 05:22:02.996414,74,35,3,Occasional,False,False,False,False,False,False,False,False,35,3,388.72
856.0,CUST_00275,2026-02-05 05:22:02.996420,60.09,3.0,books,Credit Card,False,transactions,,,,,,,,,425.59000000000003,Q2,0,2026,2,1,Thursday,0,0,2025-08-20 05:22:03.000091,2026-06-05 05:22:02.991779,168,63,6,Regular,False,True,False,False,False,False,False,False,63,6,425.59000000000003
857.0,CUST_00437,2026-02-14 05:22:02.996425,90.22,1.0,toys,PayPal,False,transactions,,,,,,,,,711.62,Q2,0,2026,2,1,Saturday,1,0,2026-01-04 05:22:03.000162,2026-07-03 05:22:02.995284,40,35,7,Regular,False,False,False,False,False,False,False,True,35,7,711.62
858.0,CUST_00091,2025-10-28 05:22:02.996430,171.23,1.0,groceries,PayPal,False,transactions,,,,,,,,,714.52,Q4,1,2025,10,4,Tuesday,0,0,2025-10-01 05:22:02.998886,2026-05-03 05:22:02.999717,26,96,5,Occasional,False,False,False,False,True,False,False,False,96,5,714.52
859.0,CUST_00459,2026-06-14 05:22:02.996435,16.63,3.0,toys,Wallet,True,transactions,,,,,,,,,565.72,Q1,0,2026,6,2,Sunday,1,0,2025-08-16 05:22:02.998141,2026-07-20 05:22:03.000534,301,18,4,Occasional,False,False,False,False,False,False,False,True,18,4,565.72
860.0,CUST_00072,2026-07-20 05:22:02.996441,82.63,2.0,electronics,Debit Card,False,transactions,,,,,,,,,639.12,Q2,0,2026,7,3,Monday,0,0,2025-08-11 05:22:02.992233,2026-07-20 05:22:02.996441,343,18,5,Occasional,False,False,False,True,False,False,False,False,18,5,639.12
861.0,CUST_00033,2025-11-04 05:22:02.996446,62.52,3.0,toys,Wallet,True,transactions,,,,,,,,,375.38,Q2,0,2025,11,4,Tuesday,0,1,2025-09-04 05:22:02.995406,2026-06-14 05:22:02.996478,61,54,4,Occasional,False,False,False,False,False,False,False,True,54,4,375.38
862.0,CUST_00009,2026-07-20 05:22:02.996452,175.47,3.0,electronics,Credit Card,False,transactions,,,,,,,,,663.55,Q4,1,2026,7,3,Monday,0,0,2025-12-01 05:22:02.996540,2026-08-04 05:22:03.002788,230,2,6,Regular,False,False,False,True,False,False,False,False,2,6,663.55
863.0,CUST_00109,2025-09-07 05:22:02.996457,83.28,5.0,toys,Debit Card,True,transactions,,,,,,,,,338.52,Q2,0,2025,9,3,Sunday,1,0,2025-09-07 05:22:02.996457,2026-07-27 05:22:03.000068,0,11,5,Occasional,False,False,False,False,False,False,False,True,11,5,338.52
864.0,CUST_00120,2026-07-02 05:22:02.996462,187.16,1.0,home  garden,Credit Card,False,transactions,,,,,,,,,348.64,Q4,1,2026,7,3,Thursday,0,0,2026-06-26 05:22:02.994929,2026-07-02 05:22:02.996462,6,36,2,Occasional,False,False,False,False,False,True,False,False,36,2,348.64
865.0,CUST_00471,2025-09-25 05:22:02.996467,47.42,1.0,sports,Debit Card,False,transactions,,,,,,,,,359.9,Q1,0,2025,9,3,Thursday,0,0,2025-09-25 05:22:02.996467,2026-07-17 05:22:02.992998,0,21,5,Occasional,False,False,False,False,False,False,True,False,21,5,359.9
866.0,CUST_00324,2026-07-13 05:22:02.996472,137.61,3.0,clothing,Debit Card,True,transactions,,,,,,,,,513.07,Q3,0,2026,7,3,Monday,0,0,2025-10-01 05:22:03.000263,2026-07-13 05:22:02.996472,284,25,6,Regular,False,False,True,False,False,False,False,False,25,6,513.07
867.0,CUST_00033,2026-06-14 05:22:02.996478,219.93,1.0,toys,Debit Card,False,transactions,,,,,,,,,375.38,Q4,1,2026,6,2,Sunday,1,0,2025-09-04 05:22:02.995406,2026-06-14 05:22:02.996478,283,54,4,Occasional,False,False,False,False,False,False,False,True,54,4,375.38
868.0,CUST_00104,2026-01-01 05:22:02.996483,49.47,3.0,groceries,Debit Card,False,transactions,,,,,,,,,330.49,Q1,0,2026,1,1,Thursday,0,0,2025-11-13 05:22:02.994902,2026-07-16 05:22:02.992287,49,22,6,Regular,False,False,False,False,True,False,False,False,22,6,330.49
869.0,CUST_00494,2026-04-20 05:22:02.996488,46.81,1.0,home  garden,Credit Card,False,transactions,,,,,,,,,558.7,Q1,0,2026,4,2,Monday,0,0,2025-08-19 05:22:02.997706,2026-06-02 05:22:02.993649,243,66,7,Regular,False,False,False,False,False,True,False,False,66,7,558.7
870.0,CUST_00388,2026-01-07 05:22:02.996493,147.66,2.0,beauty,Wallet,False,transactions,,,,,,,,,265.46999999999997,Q4,1,2026,1,1,Wednesday,0,0,2025-09-16 05:22:02.997893,2026-07-27 05:22:02.992815,112,11,3,Occasional,True,False,False,False,False,False,False,False,11,3,265.46999999999997
871.0,CUST_00298,2026-07-18 05:22:02.996524,53.64,2.0,clothing,Wallet,True,transactions,,,,,,,,,480.36,Q1,0,2026,7,3,Saturday,1,0,2026-01-04 05:22:02.999836,2026-07-18 05:22:02.996524,194,20,4,Occasional,False,False,True,False,False,False,False,False,20,4,480.36
872.0,CUST_00009,2025-12-01 05:22:02.996540,34.72,1.0,,Credit Card,True,transactions,,,,,,,,,663.55,Q1,0,2025,12,4,Monday,0,1,2025-12-01 05:22:02.996540,2026-08-04 05:22:03.002788,0,2,6,Regular,False,False,False,False,False,False,False,False,2,6,663.55
873.0,CUST_00304,2026-03-15 05:22:02.996548,22.79,4.0,toys,Debit Card,False,transactions,,,,,,,,,172.89,Q1,0,2026,3,1,Sunday,1,0,2026-02-26 05:22:02.993779,2026-06-05 05:22:03.000666,17,63,3,Occasional,False,False,False,False,False,False,False,True,63,3,172.89
874.0,CUST_00139,2025-11-13 05:22:02.996556,102.23,4.0,groceries,Debit Card,False,transactions,,,,,,,,,468.51,Q3,0,2025,11,4,Thursday,0,1,2025-09-23 05:22:02.994300,2026-07-17 05:22:03.000947,51,21,4,Occasional,False,False,False,False,True,False,False,False,21,4,468.51
875.0,CUST_00020,2025-10-06 05:22:02.996563,23.74,2.0,toys,Credit Card,False,transactions,,,,,,,,,276.2,Q1,0,2025,10,4,Monday,0,0,2025-10-06 05:22:02.996563,2026-06-05 05:22:02.998939,0,63,5,Occasional,False,False,False,False,False,False,False,True,63,5,276.2
876.0,CUST_00401,2026-03-06 05:22:02.996569,75.77,3.0,,Debit Card,False,transactions,,,,,,,,,866.36,Q2,0,2026,3,1,Friday,0,0,2025-12-02 05:22:02.993748,2026-07-09 05:22:03.001072,94,29,8,Regular,False,False,False,False,False,False,False,False,29,8,866.36
877.0,CUST_00272,2026-06-20 05:22:02.996574,104.94,5.0,beauty,Debit Card,False,transactions,,,,,,,,,308.94,Q3,0,2026,6,2,Saturday,1,0,2026-02-12 05:22:02.991263,2026-06-20 05:22:02.996574,128,48,3,Occasional,True,False,False,False,False,False,False,False,48,3,308.94
878.0,CUST_00321,2025-09-04 05:22:02.996580,41.95,2.0,books,Credit Card,True,transactions,,,,,,,,,392.52,Q1,0,2025,9,3,Thursday,0,0,2025-09-04 05:22:02.996580,2026-06-19 05:22:02.998279,0,49,5,Occasional,False,True,False,False,False,False,False,False,49,5,392.52
879.0,CUST_00351,2025-12-08 05:22:02.996585,37.22,4.0,home  garden,Credit Card,False,transactions,,,,,,,,,824.26,Q1,0,2025,12,4,Monday,0,1,2025-08-08 05:22:03.000714,2026-06-18 05:22:02.994021,121,50,8,Regular,False,False,False,False,False,True,False,False,50,8,824.26
880.0,CUST_00187,2026-03-15 05:22:02.996590,82.19,2.0,groceries,Wallet,False,transactions,,,,,,,,,750.36,Q2,0,2026,3,1,Sunday,1,0,2025-08-25 05:22:02.999141,2026-06-10 05:22:03.000279,201,58,6,Regular,False,False,False,False,True,False,False,False,58,6,750.36
881.0,CUST_00380,2026-07-12 05:22:02.996596,76.84,5.0,home  garden,Credit Card,False,transactions,,,,,,,,,361.22,Q2,0,2026,7,3,Sunday,1,0,2025-10-11 05:22:03.002004,2026-07-12 05:22:02.996596,273,26,3,Occasional,False,False,False,False,False,True,False,False,26,3,361.22
882.0,CUST_00060,2026-07-02 05:22:02.996601,108.38,2.0,toys,PayPal,False,transactions,,,,,,,,,916.01,Q3,0,2026,7,3,Thursday,0,0,2025-10-18 05:22:02.999130,2026-08-01 05:22:02.997695,256,6,10,Regular,False,False,False,False,False,False,False,True,6,10,916.01
883.0,CUST_00383,2025-08-26 05:22:02.996606,80.79,3.0,sports,PayPal,False,transactions,,,,,,,,,517.96,Q2,0,2025,8,3,Tuesday,0,0,2025-08-26 05:22:02.996606,2026-06-22 05:22:02.991692,0,46,4,Occasional,False,False,False,False,False,False,True,False,46,4,517.96
884.0,CUST_00122,2026-01-08 05:22:02.996612,89.03,2.0,groceries,Credit Card,False,transactions,,,,,,,,,413.86,Q2,0,2026,1,1,Thursday,0,0,2025-09-03 05:22:02.996285,2026-05-17 05:22:03.002898,127,81,5,Occasional,False,False,False,False,True,False,False,False,81,5,413.86
885.0,CUST_00249,2026-07-11 05:22:02.996617,142.01,4.0,home  garden,Wallet,False,transactions,,,,,,,,,444.15999999999997,Q4,1,2026,7,3,Saturday,1,0,2025-09-10 05:22:03.002431,2026-07-28 05:22:02.997300,303,10,5,Occasional,False,False,False,False,False,True,False,False,10,5,444.15999999999997
886.0,CUST_00192,2026-05-30 05:22:02.996622,40.13,4.0,sports,PayPal,False,transactions,,,,,,,,,842.55,Q1,0,2026,5,2,Saturday,1,0,2025-08-13 05:22:02.994451,2026-07-26 05:22:03.002614,290,11,10,Regular,False,False,False,False,False,False,True,False,11,10,842.55
887.0,CUST_00066,2026-07-22 05:22:02.996628,150.57,5.0,electronics,Credit Card,True,transactions,,,,,,,,,711.38,Q4,1,2026,7,3,Wednesday,0,0,2025-11-15 05:22:03.002811,2026-07-22 05:22:02.996628,248,16,7,Regular,False,False,False,True,False,False,False,False,16,7,711.38
888.0,CUST_00235,2026-01-05 05:22:02.996633,190.83,2.0,beauty,PayPal,False,transactions,,,,,,,,,568.7,Q4,1,2026,1,1,Monday,0,0,2025-09-16 05:22:02.993330,2026-06-07 05:22:03.000803,111,61,5,Occasional,True,False,False,False,False,False,False,False,61,5,568.7
889.0,CUST_00405,2025-09-15 05:22:02.996638,82.08,5.0,home  garden,Debit Card,False,transactions,,,,,,,,,732.48,Q2,0,2025,9,3,Monday,0,0,2025-08-16 05:22:02.995665,2026-08-04 05:22:02.994934,30,3,5,Occasional,False,False,False,False,False,True,False,False,3,5,732.48
890.0,CUST_00439,2025-11-13 05:22:02.996646,19.96,4.0,sports,Wallet,False,transactions,,,,,,,,,289.96,Q1,0,2025,11,4,Thursday,0,1,2025-08-14 05:22:02.999079,2025-12-10 05:22:03.000167,90,240,5,Occasional,False,False,False,False,False,False,True,False,240,5,289.96
